_id,product_url,Details,Attributes_and_specifications,Number_of_items_sold,product_type,brand_name
3177143,https://www.petco.com/shop/en/petcostore/product/petmaker-pet-waterproof-brown-furniture-cover-for-couchsofa,"{'product_name': 'PETMAKER Pet Waterproof Brown Furniture Cover for Couch/Sofa, 111"" L X 76"" W X 0.25"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3177143-right-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe PETMAKER 100% waterproof furniture cover will protect your furniture from spills, stains, fur, accidents and general messes caused by your pets or children. This attractive, easy to care for, furniture protector is designed to fit most upholstered couches or sofas. For added convenience we have included elastic straps to hold the cover in place as well as three large pockets for your remote, phone, table, magazine and more. This furniture cover is easy to put on, easy you take off, looks great in any home and will help extend the life and look of your upholstered furniture.\n- 100% WATERPROOF PERFECT FOR HOMES WITH PETS AND KIDS. Protect your furniture from spills, accidents, pets who slobber or drool, puppies who are not house broken, problems with incontinence and more\n- PROTECTS YOUR FURNITURE FROM STAINS, SPILLS, ACCIDENTS AS WELL AS MESSES FROM PETS WHO SLOBBER AND DROOL. Attractive quilted design sized specifically to fit most upholstered couches or sofas. Our design makes it easy to adjust and tuck as needed and the stay put elastic straps holds it in place for a custom tailored look\n- MACHINE WASH AND DRY - this easy-care furniture covers has 3 large side pockets to hold your remote, tablet, phone, remote and more. We also included elastic straps to help hold the cover in place when in use\n- PRODUCT DETAILS - 100% quilted polyester\n- SATISFACTION GUARANTEED - PETMAKER is committed to providing consumers with the absolute best price and value on our entire line of products. NOTE: This is an exclusive product of PETMAKER and ONLY 100% WATERPROOF FURNITURE COVERS AND PROTECTORS by PETMAKER are GUARANTEED to be genuine', 'Specifications': {'id': '3177143', 'Primary Brand': 'PETMAKER', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Finish': 'Satin Espresso', 'Material': 'Polyester'}, 'item_dimensions': {'Size': 'Large', 'Length': '111 IN', 'Height': '.25 IN', 'Width': '76 IN'}, 'Weight': '0.5875289307585343 kg'}",9733,dog-leash,PETMAKER
2678780,https://www.petco.com/shop/en/petcostore/product/pendleton-grand-canyon-national-park-dog-bed,"{'product_name': 'Pendleton Grand Canyon National Park Dog Bed, 48"" L x 36"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/2678780-center-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nPendleton Grand Canyon National Park Dog Bed\n- From the iconic Pendleton Woolen Mills and their National Park Collection\n- The colors and signature of Grand Canyon National Park\n- 100% polyester non-pill fleece sleep top with diamond quilted 8-oz. cotton underside\n- Removable zippered covers are machine washable\n- Filled with high-loft MemoriFiber Fill that provides comfort and support\n- Filled and finished in the USA; imported covers', 'Specifications': {'id': '2678780', 'Lifestage': 'Adult', 'Primary Brand': 'Pendleton', 'Days to Ship': 'Usually Leaves Warehouse in 5-7 Business Days'}}","{'Additional_features': {'Primary Color': 'Blue', 'Material': 'Polyester', 'Washing instructions': 'Machine Washable', 'Bed Shape': 'Rectangle', 'Size': 'X-Large', 'Bed Fill': 'Fiberfill', 'Bed Type': 'Pillow Beds', 'Lifestage': 'Adult'}, 'item_dimensions': {'Length': '48 IN', 'Height': '36 IN', 'Width': '36 IN', 'Breed Sizes': 'XLarge'}, 'Weight': '17.330014094180605 kg'}",9728,dog-bed,Pendleton
3436678,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-pink-lotus-ultra-plush-faux-fur-luxury-shag-durable-sicilian-rectangle-pet-bed,"{'product_name': 'Bessie and Barnie Pink Lotus Ultra Plush Faux Fur Luxury Shag Durable Sicilian Rectangle Pet Bed, 28"" L X 24"" W X 6"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3436678-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur Sicilian Rectangle Bed offers the same design and comfort as our world famous Bagel Bed. Designed with five large cushioned water proof pillows. This unique design evenly distributes the weight of your pet preventing it from cratering. Our size selection varies from small to extra large pets. E.g. From Frenchies to Great Danes.\n- Designed with five Large cushioned water proof pillows\n- Reversible (can be used in two different sides)\n- Cover is machine washable/dryer friendly\n- Long lasting, durable plush fabrics', 'Specifications': {'id': '3436678', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester'}, 'item_dimensions': {'Length': '28 IN', 'Height': '6 IN', 'Width': '24 IN'}, 'Weight': '1.123241654252447 kg'}",9726,dog-collar,Bessie and Barnie
2775951,https://www.petco.com/shop/en/petcostore/product/carolina-pet-faux-suede-and-sherpa-comfy-cup-in-chocolate,"{'product_name': 'Carolina Pet Faux Suede & Sherpa Comfy Cup in Chocolate, 42"" L x 36"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/2775951-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nRich suede with tipped Berber sleep surface and accents makes this bed a statement in any room. Filled with our 100% recycled high loft MemoriFiberTM keeps pets off cold floors for added comfort and relief on joints. Zippered cover is machine washable.\n- Rich suede with tipped Berber sleep surface and accents makes this bed a statement in any room.\n- Filled with our 100% recycled high loft MemoriFiberTM keeps pets off cold floors for added comfort and relief on joints.\n- Zippered cover is machine washable.', 'Specifications': {'id': '2775951', 'Lifestage': 'Adult', 'Primary Brand': 'Carolina Pet Company', 'Days to Ship': 'Usually Leaves Warehouse in 5-7 Business Days'}}","{'Additional_features': {'Primary Color': 'Brown', 'Material': 'Polyester', 'Bed Shape': 'Round', 'Size': 'Large', 'Bed Type': 'Bolster Beds', 'Lifestage': 'Adult'}, 'item_dimensions': {'Height': '36 IN', 'Width': '36 IN', 'Breed Sizes': 'Large'}, 'Weight': '14.21422197683105 kg'}",9723,dog-leash,Carolina Pet Company
3309898,https://www.petco.com/shop/en/petcostore/product/best-friends-by-sheri-dark-chocolate-calming-donut-dog-bed-in-lux-fur,"{'product_name': 'Best Friends by Sheri Dark Chocolate Calming Donut Dog Bed in Lux Fur, 23"" L X 23"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3309898-center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nBest Friends by Sheri's Calming Donut Lux Fur Bed is the perfect escape for a well rested night. The irresitable plush fur and round design creates a cozy, safe surrounding that allows your pet to sink into a dream. The bolstered edge provides excellent head and neck support while the cloud-like filling aides in stiff joints and tired lets. Your furry pals will adore the deep crevies that are perfect for burrowing.\n- Round raised rim for security and support\n- Deep crevices perfect for burrowing\n- Self-warming vegan faux fur reminiscent of a mother's fur coat\n- Dirt and water-resistant bottom\n- Safe to machine wash and dry"", 'Specifications': {'id': '3309898', 'Primary Brand': 'Best Friends by Sheri', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Round', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Fiberfill'}, 'item_dimensions': {'Length': '23 IN', 'Height': '7 IN', 'Width': '23 IN'}, 'Weight': '1.0315882553811535 kg'}",9718,dog-bed,Best Friends by Sheri
3483861,https://www.petco.com/shop/en/petcostore/product/carolina-pet-blue-classic-canvas-bolster-lounger-for-dogs,"{'product_name': 'Carolina Pet Company Blue Classic Canvas Bolster Lounger Dog Bed, 36"" L X 27"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3483861-center-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThis bed features a classic canvas cover with contrast cording that is sure to compliment any room in the house. The supportive bolster cushion wraps your dog in comfort while providing warmth & security. High loft recycled polyester fill keeps pets healthy and happy by relieving pressure on hips and joints.\n- 100% natural cotton canvas material is durable while providing the ultimate in comfort\n- Contrast cording adds a tailored and finished look\n- Interior liners have zippers to adjust fill over time & use\n- Zippered cover removes easily for machine washing\n- Fit Guide: Sm/Md (up to 50 lbs.), Lg/Xl (up to 100 lbs.)', 'Specifications': {'id': '3483861', 'Primary Brand': 'Carolina Pet Company', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Washing instructions': 'Machine Washable', 'Bed Shape': 'Rectangle', 'Size': 'Small/Medium', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester', 'Bed Type': 'Tufted Cuddler'}, 'item_dimensions': {'Length': '36 IN', 'Height': '10.5 IN', 'Width': '27 IN', 'Breed Sizes': 'Medium'}, 'Weight': '2.843205437326506 kg'}",9718,dog-collar,Carolina Pet Company
3305934,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-ultra-plush-koalasnow-white-luxury-deluxe-pet-lily-pod-bed,"{'product_name': 'Bessie and Barnie Ultra Plush Koala/Snow White Luxury Deluxe Pet Lily Pod Bed, 24"" L X 24"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3305934-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur Lily Pod is a smaller (but just as adorable) version of the Cuddle Pod. A hybrid bed, ideal for small dogs and cats. Features a drawstring that enables you to curl up and convert the bed to different levels of cuddliness. This unique design makes it two beds in one and with the reversible feature your furry best friend can enjoy the best of both worlds. A hidden pouch is provided to store the excess drawstring.\n- Convertible (can be used in two different shapes)\n- Reversible (can be used in two different sides)\n- 100% Machine washable\n- Made in the USA\n- Long lasting, unique soft fabrics', 'Specifications': {'id': '3305934', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Round', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester'}, 'item_dimensions': {'Length': '24 IN', 'Height': '4 IN', 'Width': '24 IN'}, 'Weight': '0.6418523738585412 kg'}",9711,dog-bed,Bessie and Barnie
3437056,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-signature-siberian-greyarctic-seal-luxury-extra-plush-faux-fur-bagel-pet-bed,"{'product_name': 'Bessie and Barnie Signature Siberian Grey/Arctic Seal Luxury Extra Plush Faux Fur Bagel Pet Bed, 24"" L X 24"" W X 10"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3437056-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nBig, plush, comfortable, our signature line of Bagel Beds has it all! Softer than a freshly baked New York bagel, on our beds your furry friend will be happily sleeping all night. Available in our full line of colors and exclusive patterns. Bagel Beds are designed with a 360-degree zipper making it easy to assemble and clean. In addition, it has a water proof pillow liner, and the covers are 100% machine washable.\n- 360-degree zipper easy to assemble and to clean\n- Cover is machine washable/dryer friendly\n- Waterproof pillow liner\n- Reversible (can be used in two different sides)\n- Long lasting, extra plush fabric', 'Specifications': {'id': '3437056', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Round', 'Size': 'X-Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester'}, 'item_dimensions': {'Length': '24 IN', 'Height': '10 IN', 'Width': '24 IN'}, 'Weight': '1.6046309346463528 kg'}",9708,dog-leash,Bessie and Barnie
3307690,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-frosted-glacier-luxury-extra-plush-faux-fur-rectangle-dog-bed,"{'product_name': 'Bessie and Barnie Frosted Glacier Luxury Extra Plush Faux Fur Rectangle Dog Bed, 28"" L X 24"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3307690-center-1', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur Sicilian Rectangle Bed offers the same design and comfort as our world famous Bagel Bed. Designed with five large cushioned water proof pillows. This unique design evenly distributes the weight of your pet preventing it from cratering.\n- Designed with five Large cushioned water proof pillows\n- Cover is machine washable/dryer friendly\n- Reversible (can be used in two different sides)\n- Long lasting, extra plush fabric', 'Specifications': {'id': '3307690', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester'}, 'item_dimensions': {'Length': '28 IN', 'Height': '6 IN', 'Width': '24 IN'}, 'Weight': '1.123241654252447 kg'}",9702,dog-collar,Bessie and Barnie
2925955,https://www.petco.com/shop/en/petcostore/product/petmaker-furniture-protector-pet-cover-with-bolster-in-beige-for-dogs,"{'product_name': 'PETMAKER Furniture Protector Pet Cover with Bolster in Beige for Dogs, 35"" L X 35"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/2925955-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nPETMAKER furniture pet cover with bolster provides comfort for your pet while protecting your furniture. The water-resistant bottom layer provides extra defense against damage and stains to your upholstery. The three-sided memory foam filled bolster provides exceptional comfort for pets and protects furniture seat back and arms. Our extra-long drape helps to protect the front of your furniture too.\n- Outer cover: small/med 100% Polyester, Inside Bolster: 100% Polyurethane Foam\n- Recommended for dogs 60 - 110 pounds\n- Beige\nCalifornia Proposition 65 Warning: This product contains chemicals known to the state of California to cause cancer, birth defects or other reproductive harm.', 'Specifications': {'id': '2925955', 'Primary Brand': 'PETMAKER', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'White', 'Material': 'Polyester', 'Size': 'Large'}, 'item_dimensions': {'Length': '36 IN', 'Height': '5 IN', 'Width': '38 IN', 'Depth': '5 IN'}, 'Weight': '0.24199888682912676 kg'}",9699,dog-collar,PETMAKER
3437427,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-periwinkle-ultra-plush-faux-fur-luxury-shag-durable-sicilian-rectangle-pet-bed,"{'product_name': 'Bessie and Barnie Periwinkle Ultra Plush Faux Fur Luxury Shag Durable Sicilian Rectangle Pet Bed, 28"" L X 24"" W X 6"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3437427-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur Sicilian Rectangle Bed offers the same design and comfort as our world famous Bagel Bed. Designed with five large cushioned water proof pillows. This unique design evenly distributes the weight of your pet preventing it from cratering. Our size selection varies from small to extra large pets. E.g. From Frenchies to Great Danes.\n- Designed with five Large cushioned water proof pillows\n- Reversible (can be used in two different sides)\n- Cover is machine washable/dryer friendly\n- Long lasting, durable plush fabrics', 'Specifications': {'id': '3437427', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester'}, 'item_dimensions': {'Length': '28 IN', 'Height': '6 IN', 'Width': '24 IN'}, 'Weight': '1.123241654252447 kg'}",9698,dog-leash,Bessie and Barnie
3371309,https://www.petco.com/shop/en/petcostore/product/pet-life-blue-enterlude-electronic-heating-lightweight-and-collapsible-pet-tent,"{'product_name': 'Pet Life Blue ""Enterlude"" Electronic Heating Lightweight and Collapsible Pet Tent, 24.5"" L X 15"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3371309-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe Pet Life ""Enterlude"" Electronic Heating and Lightweight Collapsible Pet Tent features an Intelligent electronically powered Built-in heating system that is powered at the push of the button. Once the button is pressed the button turns red and the heating nodes located inside the comfortable gel-foamed cushion begin to activate and a light warming sensation is comfortably applied to the pad. Features Thermal Control Technology an embedded safety feature that automatically turns off once the inner pad reaches a certain Warming Temperature. The Enterlude Pet Tent features a Wired-Folding exterior that is extremely Lightweight and Collapsible as it folds closed and opens in seconds making it ideal for travel. The Pet Tent is AC powered and features a built-in zippered compartment for the fan. Well designed and crafted, looks great in any home or office setting. Available in Multiple Colors.\n- Features an A/C Powered Built-in Gel-Foamed Cushion that Heats up at the Push of a Button\n- Wired Construction makes this completely Lightweight and Perfect for Travel\n- Collapses and Folds in seconds\n- Features a Frontal- Zippered Concealed Pouch for placement of the Removable A/C adapter unit\n- Available in Multiple Colors', 'Specifications': {'id': '3371309', 'Primary Brand': 'Pet Life', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'Blue', 'Material': 'Polyester', 'Chew Proof': 'No', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Type': 'Heating'}, 'item_dimensions': {'Length': '24.5 IN', 'Height': '15 IN', 'Width': '15 IN', 'Breed Sizes': 'Small'}, 'Weight': '1.5356819491732674 kg'}",9694,dog-collar,Pet Life
3042142,https://www.petco.com/shop/en/petcostore/product/midwest-quiet-time-deluxe-coco-chic-dog-bed,"{'product_name': 'Midwest Quiet Time Deluxe Coco Chic Dog Bed, 22"" L X 17"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3042142-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe Coco Chic pet bed is the pinnacle of comfort. This overstuffed pet bed features paw pleasing ultra soft synthetic fur on a luxurious cushion guaranteed to make your pet feel like a king (or queen)!\n- Plush ultra-soft synthetic fur\n- Tufted polyfiber cusihion\n- No slip Grip on the base keeping it stationary on multiple surfaces\n- Machine washable and dryer friendly\n- Great for use in crates or on their own', 'Specifications': {'id': '3042142', 'Lifestage': 'Puppy', 'Primary Brand': 'Midwest', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'Brown', 'Material': 'Polyester', 'Size': 'Small', 'Bed Type': 'Crate Mats', 'Lifestage': 'Puppy'}, 'item_dimensions': {'Length': '22 IN', 'Height': '2.5 IN', 'Width': '17 IN', 'Breed Sizes': 'Small'}, 'Weight': '0.26047394512054517 kg'}",9692,dog-bed,Midwest
3456020,https://www.petco.com/shop/en/petcostore/product/pet-life-purple-travel-nest-folding-travel-cat-and-dog-bed,"{'product_name': 'Pet Life Purple \'Travel-Nest\' Folding Travel Cat and Dog Bed, 17.7"" L X 13.7"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3456020-center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThe Pet Life 'Travel-Nest' Folding Travel Cat and Dog Bed is the perfect solution for pet owners looking for an easy-to-assemble pet bed that is collapsible and specially designed for travel. The Travel Nest features memorized accordion-like stitching that enables it to entirely fold or collapse and then double as a thin and lightweight suitcase with a built-in Nylon carrying handle for complete on-the-go travel. Features dual-sided Seat-Belt webbed Nylon straps that secure the bed when collapsed, and sided Nylon handle straps that make it easy to move around that connect and convert into a carrying handle. Includes an ultra-plush Machine Washable inner cushion for complete comfort. This bed is highly-durable and composed of a thick-grade ballistic Nylon material that won't scratch or tear easily. Indoor and outdoor usage. Sizing Measurements (INCHES) L x W x H: SMALL: OPENED: 17.7 X 13.7 X 12.6 COLLAPSED: 14 X 12.5 X 2.5. LARGE: OPENED: 23.6 X 17.7 X 12.6 COLLAPSED: 18 X 12.5 X 2.5.\n- The Travel-Nest Pet Bed collapses and folds and can be carried around anywhere through the above-top built-in Nylon handle\n- Features Accordion-like Memorized stitching that allows this bed to uniquely collapse\n- The sided Nylon Straps Buckle closed and secure the bed into a Travel Case\n- Includes a Machine Washable Plush-soft inner Pillow cushion\n- The Exterior Shell is composed of Durable Nylon and EVA Materials. Available in Multiple Sizes and Colors"", 'Specifications': {'id': '3456020', 'Primary Brand': 'Pet Life', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Washing instructions': 'Machine Washable', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Type': 'Tufted Cuddler'}, 'item_dimensions': {'Length': '17.7 IN', 'Height': '12.6 IN', 'Width': '13.7 IN'}, 'Weight': '0.8511714648114869 kg'}",9689,dog-leash,Pet Life
3257645,https://www.petco.com/shop/en/petcostore/product/harry-barker-brown-tweed-rectangle-dog-bed,"{'product_name': 'Harry Barker Brown Tweed Rectangle Dog Bed, 26"" X 20"" W X 5"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3257645-Center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nThis handsome, durable dog bed is made from a jute-polyester blend that's both eco-friendly and mildew resistant. The dog bed cover is preshrunk and machine washable. Care Instructions: Machine wash on gentle cycle in warm water. Dry on low heat or air dry. Spot clean inserts and air dry.\n- Jute-poly blend\n- Machine washable\n- Inserts made in USA\n- Mildew resistant"", 'Specifications': {'id': '3257645', 'Primary Brand': 'Harry Barker'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Rectangle', 'Size': 'Small', 'Odor Resistant': 'No'}, 'item_dimensions': {'Length': '26 IN', 'Height': '5 IN', 'Width': '20 IN'}, 'Weight': '0.7243125746667566 kg'}",9688,dog-bed,Harry Barker
3162486,https://www.petco.com/shop/en/petcostore/product/everyyay-lets-snuggle-marble-print-pet-throw,"{'product_name': 'EveryYay Let\'s Snuggle Marble-Print Pet Throw, 60"" L X 50"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3162486-center-4', 'Description': ""Description\nThe EveryYay Let's Snuggle Marble-Print Pet Throw warms up your pup whether they're getting cozy on the couch or curling up for some shut-eye. We designed this colorful throw to be extra soft and snuggly, so they stay comfy from head to paw. When it's been through a few slumber parties, you can pop it right in the washer for a quick clean.\n- Cozies them up in warmth from head to paw\n- Perfect for couch cuddles or solo snuggles\n- Marble-print pattern fits in with home decor\n- Machine-washable"", 'Specifications': {'id': '3162486', 'Primary Brand': 'EveryYay'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Size': 'Medium', 'Odor Resistant': 'No'}, 'item_dimensions': {'Length': '60 IN', 'Width': '50 IN'}, 'Weight': '32.903291613034845 kg'}",9675,dog-bed,EveryYay
3434517,https://www.petco.com/shop/en/petcostore/product/bessie-and-barnie-ultra-plush-lollipopbubble-gumcotton-candy-deluxe-shag-pet-lily-pod-bed,"{'product_name': 'Bessie and Barnie Ultra Plush Lollipop/Bubble Gum/Cotton Candy Deluxe Shag Pet Lily Pod Bed, 24"" L X 24"" W X 4"" H', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/l_sale-badge,fl_relative,w_0.1,g_north_west,e_sharpen/3434517-center-2', 'Description': 'Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nOur Lily Pod is a smaller (but just as adorable) version of the Cuddle Pod. A hybrid bed, ideal for small dogs and cats. Features a drawstring that enables you to curl up and convert the bed to different levels of cuddliness. This unique design makes it two beds in one and with the reversible feature your furry best friend can enjoy the best of both worlds. A hidden pouch is provided to store the excess drawstring.\n- Convertible (can be used in two different shapes)\n- Luxurious unparalleled soft fabrics\n- Machine washable (Machine Wash Cold/Tumble Air Dry)\n- Reversible (can be used in two different sides)\n- Insulated with eco-friendly polyfill\n- Long lasting', 'Specifications': {'id': '3434517', 'Primary Brand': 'Bessie and Barnie', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Chew Proof': 'No', 'Material': 'Polyester', 'Bed Shape': 'Round', 'Size': 'Small', 'Odor Resistant': 'No', 'Bed Fill': 'Polyester'}, 'item_dimensions': {'Length': '24 IN', 'Height': '4 IN', 'Width': '24 IN'}, 'Weight': '0.6418523738585412 kg'}",9671,dog-collar,Bessie and Barnie
3021704,https://www.petco.com/shop/en/petcostore/product/la-z-boy-harper-merlot-sofa-dog-bed,"{'product_name': 'La-Z-Boy Harper Merlot Sofa Dog Bed, 43"" L X 35"" W', 'image_url': 'https://assets.petco.com/petco/image/upload/c_pad,dpr_1.0,f_auto,q_auto,h_636,w_636/c_pad,h_636,w_636/3021704-center-1', 'Description': ""Description\nPlease note that the product information displayed is provided by manufacturers, suppliers and other third parties and is not independently verified by Petco.Full disclaimer here.\nGusseted base and bolsters filled with Comfort Select virgin fiber, with Never-Flat properties to provide superior loft and support\n- Gusseted base and bolsters filled with Comfort Select virgin fiber, with Never-Flat properties to provide superior loft and support\n- Designed for BIG dogs or households with multiple pets!\n- Made with durable, furniture-grade upholstery fabrics inspired by today's home decor trends\n- Woven Merlot Jaquard"", 'Specifications': {'id': '3021704', 'Lifestage': 'Senior', 'Primary Brand': 'La-Z-Boy', 'Days to Ship': 'Ships Next Business Day'}}","{'Additional_features': {'Primary Color': 'Red', 'Material': 'Polyester', 'Chew Proof': 'Yes', 'Washing instructions': 'Machine Washable', 'Size': 'XX-Large', 'Bed Type': 'Ortho or Memory', 'Lifestage': 'Senior'}, 'item_dimensions': {'Length': '43 IN', 'Height': '15 IN', 'Width': '35 IN', 'Breed Sizes': 'XLarge'}, 'Weight': '6.288983220423856 kg'}",9652,dog-bed,La-Z-Boy
